"grape_variety","index","location","price","rated_by","ratings","timestamp","timestampString","uid","url","url_uid","wine_vintage","wine_vintage_link"
"Bordeaux Red Blends",371,"South Africa","47","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","2bvArRfgyvBDnqdfzYjl","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Tokara Director's Reserve Red 2020","https://www.wine.com/product/tokara-directors-reserve-red-2020/1229856"
"Petit Verdot",372,"Douro, Portugal","66","WS","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","gncu7lhHSTPnxunsudLz","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Quinta da Romaneira Petit Verdot 2015","https://www.wine.com/product/quinta-da-romaneira-petit-verdot-2015/784585"
"Pinot Noir",373,"Monterey, Central Coast, California","35","WS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","KeAEav075zPpXIyV4waC","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Metz Road Pinot Noir 2019","https://www.wine.com/product/metz-road-pinot-noir-2019/1124797"
"Mencia",374,"Bierzo, Spain","57","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","WTV1VdfEkBT0swQb929B","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Jose Antonio Garcia Valtuille Vino de Villa 2019","https://www.wine.com/product/jose-antonio-garcia-valtuille-vino-de-villa-2019/1105676"
"Syrah/Shiraz",375,"McLaren Vale, South Australia, Australia","34","JD","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","H8yMWZz3RLLl6rJNsYDl","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Kay Brothers Basket Pressed Shiraz 2020","https://www.wine.com/product/kay-brothers-basket-pressed-shiraz-2020/1132413"
"Sangiovese",376,"Montalcino, Tuscany, Italy","27","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","bkzrRRQ8Ur4KhvmgPY5w","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"La Magia Rosso di Montalcino 2021","https://www.wine.com/product/la-magia-rosso-di-montalcino-2021/1785564"
"Bordeaux Red Blends",377,"St. Emilion, Bordeaux, France","41","JS","91",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","M1EGseQZP1guHBmOWzaX","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Chateau Laplagnotte-Bellevue 2020","https://www.wine.com/product/chateau-laplagnotte-bellevue-2020/1495932"
"Zinfandel",378,"Napa Valley, California","41","V","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","VilccK7udXW1qotgcQuD","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Frog's Leap Zinfandel 2021","https://www.wine.com/product/frogs-leap-zinfandel-2021/1390323"
"Pinot Noir",379,"Willamette Valley, Oregon","35","JS","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","nQ6SmzjH7314j3RDBoKu","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Ponzi Tavola Pinot Noir 2021","https://www.wine.com/product/ponzi-tavola-pinot-noir-2021/1221553"
"Pinot Noir",380,"Russian River, Sonoma County, California","70","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","dN8wsb9PfKa5Vfvsoaod","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Maritana Vineyards Martaella Vineyard Pinot Noir 2018","https://www.wine.com/product/maritana-vineyards-martaella-vineyard-pinot-noir-2018/628109"
"Barbera",381,"Alba, Piedmont, Italy","39","WS","91",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","cYlgCbhmJ1QWjkOuvnUg","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Aldo Conterno Conca Tre Pile Barbera d'Alba 2020","https://www.wine.com/product/aldo-conterno-conca-tre-pile-barbera-dalba-2020/1534152"
"Cabernet Sauvignon",382,"Knights Valley, Sonoma County, California","21","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","ysumkIOI4VXJOYUjLym2","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Greg Norman Estates Knights Valley Cabernet Sauvignon 2021","https://www.wine.com/product/greg-norman-estates-knights-valley-cabernet-sauvignon-2021/1317242"
"Cabernet Sauvignon",383,"Maipo Valley, Chile","20","JS","91",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","tK2IO23EknMTbB1QOdDH","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"De Martino Legado Cabernet Sauvignon Reserva 2020","https://www.wine.com/product/de-martino-legado-cabernet-sauvignon-reserva-2020/956585"
"Tempranillo",384,"Toro, Spain","20","RP","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","YSe4xCZOne48MFk2lKyL","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Bodegas Vatan Triton Tinta de Toro Old Vines 2019","https://www.wine.com/product/bodegas-vatan-triton-tinta-de-toro-old-vines-2019/1110966"
"Gamay",385,"Beaujolais, Burgundy, France","32","RP","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","nfi41w18ROEGiqqu9N5O","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Yohan Lardy Moulin-a-Vent Les Michelons 2022","https://www.wine.com/product/yohan-lardy-moulin-a-vent-les-michelons-2022/1787419"
"Dolcetto",386,"Alba, Piedmont, Italy","31","JS","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","wSuvgKeIY7UNWvEX7wWp","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"G.D. Vajra Dolcetto d'Alba Coste and Fossati 2021","https://www.wine.com/product/gd-vajra-dolcetto-dalba-coste-and-fossati-2021/1181147"
"Bordeaux Red Blends",387,"Bordeaux, France","17","WE","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","PgBNOxjt58Tv2Qgabbe6","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Chateau le Doyenne 2016","https://www.wine.com/product/chateau-le-doyenne-2016/217844"
"Pinot Noir",388,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France","104","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","mAEoBe6eoB4JYNRpjK2U","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Marchand-Tawse Vosne-Romanee 2019","https://www.wine.com/product/marchand-tawse-vosne-romanee-2019/945579"
"Malbec",389,"Mendoza, Argentina","29","JD","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","Jhs6GFSpBoPsPky6j8by","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Lamadrid Single Vineyard Malbec Gran Reserva 2017","https://www.wine.com/product/lamadrid-single-vineyard-malbec-gran-reserva-2017/1221643"
"Pinot Noir",390,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France","249","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","G6Jq8NpUzBYYVi8VNc2s","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Domaine du Clos de Tart Morey-St-Denis Premier Cru La Forge de Tart 2018","https://www.wine.com/product/domaine-du-clos-de-tart-morey-st-denis-premier-cru-la-forge-de-tart-2018/656602"
"Tuscan Blends",391,"Tuscany, Italy","27","W&S","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","WffAZmVMkmrozQ7uVnz9","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Selvapiana Villa Petrognano Pomino Rosso 2020","https://www.wine.com/product/selvapiana-villa-petrognano-pomino-rosso-2020/1354782"
"Zinfandel",392,"Paso Robles, Central Coast, California","40","RP","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","InFtdg5Lz7yErnwUaS1F","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Pandemonium Zinfandel 2021","https://www.wine.com/product/pandemonium-zinfandel-2021/1757817"
"Other Red Wine",393,"Calabria, Italy","25","WE","91",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","RaJ9xgIUpB4TIyJadX6b","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Librandi Magno Megonio 2019","https://www.wine.com/product/librandi-magno-megonio-2019/1197310"
"Sangiovese",394,"Tuscany, Italy","24","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","94fAQ38eV9Fhv0YT4lWY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Avignonesi Da-Di Sangiovese 2021","https://www.wine.com/product/avignonesi-da-di-sangiovese-2021/1195772"
"Pinot Noir",395,"Maranges, Cote de Beaune, Cote d'Or, Burgundy, France","57","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","Xa3SrugsB6AIw36DaJvw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Domaine Bachelet-Monnot Maranges Clos de la Boutiere Premier Cru 2021","https://www.wine.com/product/domaine-bachelet-monnot-maranges-clos-de-la-boutiere-premier-cru-2021/1446429"
"Pinot Noir",396,"Marsannay, Cote de Nuits, Cote d'Or, Burgundy, France","43","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","AnedhV795VOfmCkehTyn","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Regis Bouvier Marsannay Longeroies Rouge 2020","https://www.wine.com/product/regis-bouvier-marsannay-longeroies-rouge-2020/1659642"
"Tempranillo",397,"Rioja, Spain","30","V","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","OAOhKyjozQaXb47Xy75m","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Finca Allende Rioja Tempranillo 2016","https://www.wine.com/product/finca-allende-rioja-tempranillo-2016/1282359"
"Malbec",398,"Mendoza, Argentina","20","JD","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","88LX9Yc6G9COJk3v2oBs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"La Posta Fazzio Malbec 2021","https://www.wine.com/product/la-posta-fazzio-malbec-2021/1137495"
"Cabernet Sauvignon",399,"Alexander Valley, Sonoma County, California","35","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","EHZGHyTbb4UbbbmtmvpS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Rodney Strong Alexander Valley Estate Cabernet Sauvignon 2020","https://www.wine.com/product/rodney-strong-alexander-valley-estate-cabernet-sauvignon-2020/1532323"
"Syrah/Shiraz",400,"McLaren Vale, South Australia, Australia","49","WE","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","XeRaQQeHRzadt1JqFN9k","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Worlds Apart Wines Into the Black Syrah 2021","https://www.wine.com/product/worlds-apart-wines-into-the-black-syrah-2021/1099133"
"Cabernet Sauvignon",401,"Napa Valley, California","38","RP","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","eNOmuZHnnT1BVRMcHXzY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Buehler Cabernet Sauvignon 2019","https://www.wine.com/product/buehler-cabernet-sauvignon-2019/1068208"
"Cabernet Sauvignon",402,"Sonoma County, California","25","RP","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","G1aYTKm0BIzTRVvIFVe1","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Banshee Sonoma Cabernet Sauvignon 2021","https://www.wine.com/product/banshee-sonoma-cabernet-sauvignon-2021/1142355"
"Other Red Blends",403,"Napa Valley, California","45","JS","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","dq2dWNnLvc4uT6RXoQut","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Burgess Topography Red Blend 2014","https://www.wine.com/product/burgess-topography-red-blend-2014/348650"
"Bordeaux Red Blends",404,"Napa Valley, California","79","WE","90",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","YxXin6GeHbPyFQQJ1KtX","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"David Arthur Proprietary Red 2017","https://www.wine.com/product/david-arthur-proprietary-red-2017/805157"
"Syrah/Shiraz",405,"Santa Ynez Valley, Santa Barbara, Central Coast, California","46","JM","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","bTd6s2VsMRSB2hrNlLSB","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Zaca Mesa Clydesdale Syrah 2017","https://www.wine.com/product/zaca-mesa-clydesdale-syrah-2017/895796"
"Grenache",406,"Barossa, South Australia, Australia","16","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","QLalCZYMXucYbWvD5PQP","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Yalumba Samuel's Collection Bush Vine Grenache 2021","https://www.wine.com/product/yalumba-samuels-collection-bush-vine-grenache-2021/1413006"
"Cabernet Sauvignon",407,"St. Helena, Napa Valley, California","149","JM","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","wP7tiELnvFfGe97JlEMO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Merryvale Saint Helena Estate Cabernet Sauvignon 2016","https://www.wine.com/product/merryvale-saint-helena-estate-cabernet-sauvignon-2016/1459133"
"Carmenere",408,"Maipo Valley, Chile","21","D","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","ljfeoFl12LWIXpELURwl","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"Miguel Torres Cordillera Carmenere 2020","https://www.wine.com/product/miguel-torres-cordillera-carmenere-2020/1342920"
"Other Red Blends",409,"Central Coast, California","29","JS","92",1710528951714,"Fri, 15 Mar 2024 18:55:51 GMT","dKtgqfMvS6i2ZX1QUbGU","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/135?sortBy=topRated&ratingmin=89",135,"The Language of Yes Cuvee Sinso 2022","https://www.wine.com/product/the-language-of-yes-cuvee-sinso-2022/1541275"
"Tempranillo",444,"Rioja, Spain","23","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","7hbZ93p9h8WFdxclfVhY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Bodegas Izadi Rioja Reserva 2018","https://www.wine.com/product/bodegas-izadi-rioja-reserva-2018/1005042"
"Cabernet Sauvignon",445,"Napa Valley, California","119","RP","91",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","4efrLd6FAYW1jGJQDH2t","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Relic Wine Cellars Stagecoach Cabernet Sauvignon 2017","https://www.wine.com/product/relic-wine-cellars-stagecoach-cabernet-sauvignon-2017/922548"
"Pinot Noir",446,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","229","WS","91",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","1sbV0Ki2nt8oX85085bs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Domaine Claude Dugat Gevrey-Chambertin 2021","https://www.wine.com/product/domaine-claude-dugat-gevrey-chambertin-2021/1434167"
"Pinot Noir",447,"Marlborough, New Zealand","45","WS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","j34MtEntXMyygr03tBab","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Villa Maria Taylors Pass Pinot Noir 2020","https://www.wine.com/product/villa-maria-taylors-pass-pinot-noir-2020/1295912"
"Rhone Red Blends",448,"Chateauneuf-du-Pape, Rhone, France","64","JD","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","tyeAGCe8nX40Hc70UdmQ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Chateau Mont-Redon Chateauneuf-du-Pape 2019","https://www.wine.com/product/chateau-mont-redon-chateauneuf-du-pape-2019/1249668"
"Cabernet Sauvignon",449,"Napa Valley, California","99","V","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","bEwyFblNYAFKlfI3YFxo","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Pahlmeyer Jayson Cabernet Sauvignon 2020","https://www.wine.com/product/pahlmeyer-jayson-cabernet-sauvignon-2020/1353740"
"Nebbiolo",450,"Alba, Piedmont, Italy","35","D","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","giG9NkgMYh5SvM9KhYSo","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"M. Marengo Nebbiolo d'AlbaVigna Valmaggiore 2021","https://www.wine.com/product/m-marengo-nebbiolo-dalbavigna-valmaggiore-2021/1776901"
"Sangiovese",451,"Chianti Classico, Chianti, Tuscany, Italy","32","WE","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","31kaVDU9XlSuNR2jAZv3","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Le Corti Cortevecchia Chianti Classico Riserva 2018","https://www.wine.com/product/le-corti-cortevecchia-chianti-classico-riserva-2018/1176701"
"Pinot Noir",452,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France","549","JS","91",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","dqGTfCmFXq78OU4cKRpT","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Hubert Lignier Clos de Vougeot Grand Cru 2020","https://www.wine.com/product/hubert-lignier-clos-de-vougeot-grand-cru-2020/1278732"
"Cabernet Sauvignon",453,"Red Mountain, Yakima Valley, Columbia Valley, Washington","84","WS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","sFhmJR4JjyhcIF27YdQP","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Hedges Family Estate La Haute Cuvee Cabernet Sauvignon 2017","https://www.wine.com/product/hedges-family-estate-la-haute-cuvee-cabernet-sauvignon-2017/989437"
"Nebbiolo",454,"Barolo, Piedmont, Italy","84","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","xSutWpOW9dtGrFf4I2NR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Poderi Colla Barolo Bussia Dardi le Rose 2018","https://www.wine.com/product/poderi-colla-barolo-bussia-dardi-le-rose-2018/1604071"
"Malbec",455,"Uco Valley, Mendoza, Argentina","22","W&S","90",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","tkRzMmgkHeCPYHKN0OMO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"BenMarco Malbec 2020","https://www.wine.com/product/benmarco-malbec-2020/1170672"
"Cabernet Sauvignon",456,"Argentina","21","RP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","XQwOxSBhbwnwmS0JiGfN","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Trapiche Medalla Cabernet Sauvignon 2021","https://www.wine.com/product/trapiche-medalla-cabernet-sauvignon-2021/1733529"
"Other Red Blends",457,"Sicily, Italy","33","WS","91",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","R9xVMWK89iWjnTPUAxzw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Terra Costantino de Aetna Etna Rosso 2021","https://www.wine.com/product/terra-costantino-de-aetna-etna-rosso-2021/1374089"
"Pinot Noir",458,"Adelaide Hills, South Australia, Australia","49","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","OZ2C4SfjT8mBdg5DRMrn","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Worlds Apart Wines Mountain Tops Pinot Noir 2021","https://www.wine.com/product/worlds-apart-wines-mountain-tops-pinot-noir-2021/1099145"
"Nebbiolo",459,"Barolo, Piedmont, Italy","159","WE","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","tjtmEB8jBovB5LFD01eN","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Viberti San Pietro Barolo Riserva 2015","https://www.wine.com/product/viberti-san-pietro-barolo-riserva-2015/1111684"
"Bordeaux Red Blends",460,"Walla Walla Valley, Columbia Valley, Washington","79","RP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","MqVlfuHVOVckJeCDN3Vf","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Reynvaan The Classic 2020","https://www.wine.com/product/reynvaan-the-classic-2020/1632945"
"Cabernet Franc",461,"Saumur, Loire, France","89","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","dqC8UmDQhbgxc0TqGnnh","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Chateau de Fosse-Seche Gondwana Rouge 2019","https://www.wine.com/product/chateau-de-fosse-seche-gondwana-rouge-2019/1350489"
"Nebbiolo",462,"Barolo, Piedmont, Italy","63","JD","91",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","UfyaxVCTlUdLBmLYMf8g","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Fratelli Seghesio Barolo La Villa 2017","https://www.wine.com/product/fratelli-seghesio-barolo-la-villa-2017/1359431"
"Pinot Noir",463,"Sonoma Coast, Sonoma County, California","60","RP","90",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","HzpycZ5khIcpPTRkDtoq","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Merry Edwards Sonoma Coast Pinot Noir 2020","https://www.wine.com/product/merry-edwards-sonoma-coast-pinot-noir-2020/1515711"
"Sangiovese",464,"Montepulciano, Tuscany, Italy","37","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","yYoSP5fYtKAdEdApHGun","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Dei Vino Nobile di Montepulciano 2019","https://www.wine.com/product/dei-vino-nobile-di-montepulciano-2019/1197364"
"Pinot Noir",465,"Willamette Valley, Oregon","30","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","y8QoGZjXji1xuJmJAQ09","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"ROCO Gravel Road Pinot Noir 2021","https://www.wine.com/product/roco-gravel-road-pinot-noir-2021/1226057"
"Sangiovese",466,"Tuscany, Italy","250","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","BpY94RBBrUmwLMnwyWab","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Podere Forte Orcia Petrucci Melo 2015","https://www.wine.com/product/podere-forte-orcia-petrucci-melo-2015/1876019"
"Nebbiolo",467,"Barolo, Piedmont, Italy","95","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","TzRW9eIVxrVO1cIzOrdn","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Paolo Scavino Barolo Ravera 2018","https://www.wine.com/product/paolo-scavino-barolo-ravera-2018/947844"
"Merlot",468,"Alexander Valley, Sonoma County, California","30","WE","90",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","1Vu1h9DulOcuC0senWnk","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Decoy Limited Alexander Valley Merlot 2021","https://www.wine.com/product/decoy-limited-alexander-valley-merlot-2021/1218773"
"Gamay",469,"Beaujolais, Burgundy, France","21","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","ME0OdVMR0vNejbjRhUAn","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Domaine Gilles Coperet Morgon 2022","https://www.wine.com/product/domaine-gilles-coperet-morgon-2022/1677915"
"Cabernet Sauvignon",470,"Rutherford, Napa Valley, California","129","RP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","yLGffPMR2Vj5lf4nVB7o","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Alea Fina Rutherford Cabernet Sauvignon 2017","https://www.wine.com/product/alea-fina-rutherford-cabernet-sauvignon-2017/793479"
"Bordeaux Red Blends",471,"Red Mountain, Yakima Valley, Columbia Valley, Washington","61","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","C6tjxp2WmS33rQzeLWxQ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Mark Ryan Water Witch 2018","https://www.wine.com/product/mark-ryan-water-witch-2018/1618490"
"Cabernet Sauvignon",472,"Red Mountain, Yakima Valley, Columbia Valley, Washington","32","WS","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","ZI0tXud0iHukO93xAKXs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"LTL by Upchurch Vineyards Cabernet Sauvignon 2019","https://www.wine.com/product/ltl-by-upchurch-vineyards-cabernet-sauvignon-2019/911168"
