"grape_variety","index","location","price","rated_by","ratings","timestamp","timestampString","uid","url","url_uid","wine_vintage","wine_vintage_link"
"Malbec",3479,"Mendoza, Argentina","26","JS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","zsLg34UCq8Wq2hQExAEr","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Pulenta Estate Malbec 2019","https://www.wine.com/product/pulenta-estate-malbec-2019/847883"
"Nebbiolo",3480,"Barolo, Piedmont, Italy","60","RP","91",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","isTPdjNZ1SwaHoZdK0nw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Ascheri Barolo 2019","https://www.wine.com/product/ascheri-barolo-2019/1644784"
"Syrah/Shiraz",3481,"South Australia, Australia","31","V","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","hgT9Y5d82daYwJfeTVfl","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Penfolds Bin 28 Shiraz 2021","https://www.wine.com/product/penfolds-bin-28-shiraz-2021/1478104"
"Pinot Noir",3482,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","219","RP","92",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","BQ5pqef1OFhPdfolE1yS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Meo-Camuzet Freres & Soeurs Nuits-Saint-Georges Les Argillas Premier Cru 2020","https://www.wine.com/product/meo-camuzet-freres-and-soeurs-nuits-saint-georges-les-argillas-premier-cru-2020/1151402"
"Sangiovese",3483,"Chianti Classico, Chianti, Tuscany, Italy","37","JS","92",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","oUqPoZqPGcwhFBVYqD8G","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Castello dei Rampolla Chianti Classico 2020","https://www.wine.com/product/castello-dei-rampolla-chianti-classico-2020/1311321"
"Pinot Noir",3484,"Sonoma Coast, Sonoma County, California","51","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","yTO0artHjRVvYUrMGVSL","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Aston Sonoma Coast Pinot Noir 2021","https://www.wine.com/product/aston-sonoma-coast-pinot-noir-2021/1871456"
"Pinot Noir",3485,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France","169","V","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","WspcYyIzuKju0j9C2lal","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bruno Clair Chambolle Musigny Les Veroilles 2021","https://www.wine.com/product/bruno-clair-chambolle-musigny-les-veroilles-2021/1851111"
"Grenache",3486,"Rioja, Spain","33","WE","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","LSA11xowQfmuLOSH6obR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bodegas Bhilar Phinca El Vedao Garnacha 2018","https://www.wine.com/product/bodegas-bhilar-phinca-el-vedao-garnacha-2018/1202417"
"Grenache",3487,"Santa Ynez Valley, Santa Barbara, Central Coast, California","39","JD","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","gTRvPn8gRGYATszb0kAO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Beckmen Grenache 2021","https://www.wine.com/product/beckmen-grenache-2021/1616494"
"Barbera",3488,"Alba, Piedmont, Italy","51","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","M8npGvWnS7f12Z7Gfnjd","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Sandrone Barbera d'Alba 2020","https://www.wine.com/product/sandrone-barbera-dalba-2020/1149797"
"Pinot Noir",3489,"Auxey-Duresses, Cote de Beaune, Cote d'Or, Burgundy, France","179","JS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","XBaI1loayDXywGfA8aV9","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Domaine Roulot Auxey-Duresses Premier Cru Rouge 2020","https://www.wine.com/product/domaine-roulot-auxey-duresses-premier-cru-rouge-2020/1193144"
"Nebbiolo",3490,"Barolo, Piedmont, Italy","63","W&S","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","avkCppgezjtv3N6RSkpb","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Azelia Barolo 2019","https://www.wine.com/product/azelia-barolo-2019/1259173"
"Other Red Blends",3491,"Dry Creek Valley, Sonoma County, California","24","WS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","bsdSXOBGQ0vY83mgeEz3","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Pedroncelli Sonoma Classico Red Blend 2021","https://www.wine.com/product/pedroncelli-sonoma-classico-red-blend-2021/1443927"
"Mencia",3492,"Bierzo, Spain","50","JS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","gLONmMlS3TnVpRBQGwTG","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"La Vizcaina by Raul Perez La Poulosa Tinto 2021","https://www.wine.com/product/la-vizcaina-by-raul-perez-la-poulosa-tinto-2021/1463837"
"Cabernet Sauvignon",3493,"Sonoma Mountain, Sonoma Valley, Sonoma County, California","61","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","hsymL66Uk4DCvCyAlYTm","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Laurel Glen Counterpoint Cabernet Sauvignon 2019","https://www.wine.com/product/laurel-glen-counterpoint-cabernet-sauvignon-2019/1547667"
"Bordeaux Red Blends",3494,"Margaux, Bordeaux, France","75","WS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","iMHpfK6bO6FIphi1W28d","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Chateau Mongravey 2021","https://www.wine.com/product/chateau-mongravey-2021/1572267"
"Cabernet Sauvignon",3495,"Columbia Valley, Washington","56","WE","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","WkjaY4V01EO88SkfC1pC","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Matthews Winery Cabernet Sauvignon 2021","https://www.wine.com/product/matthews-winery-cabernet-sauvignon-2021/1509517"
"Cabernet Sauvignon",3496,"Napa Valley, California","41","W&S","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","HZwEQN3JzE7QbB1n21y1","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Scattered Peaks Cabernet Sauvignon 2021","https://www.wine.com/product/scattered-peaks-cabernet-sauvignon-2021/1582340"
"Nebbiolo",3497,"Barbaresco, Piedmont, Italy","68","RP","92",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","rVYcU3yUjDhdcJluGuaI","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Marchesi di Gresy Barbaresco Martinenga 2019","https://www.wine.com/product/marchesi-di-gresy-barbaresco-martinenga-2019/1423008"
"Mencia",3498,"Valdeorras, Spain","38","JS","92",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","uLCvwJDbq4hcvI7FIafF","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bodegas Avancia Nobleza Old Vines Mencia 2021","https://www.wine.com/product/bodegas-avancia-nobleza-old-vines-mencia-2021/1144149"
"Sangiovese",3499,"Chianti Classico, Chianti, Tuscany, Italy","28","JH","92",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","Dz9bmpDDNFVmnpTVg4Je","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Carpineta Fontalpino Chianti Classico 2020","https://www.wine.com/product/carpineta-fontalpino-chianti-classico-2020/1776473"
"Gamay",3500,"Beaujolais, Burgundy, France","22","JM","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","NvlxMXe2Z7mWMz10ipDq","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Domaine de la Fond Moiroux Moulin-a-Vent Gros Vosges 2021","https://www.wine.com/product/domaine-de-la-fond-moiroux-moulin-a-vent-gros-vosges-2021/1847065"
"Other Red Blends",3501,"South Africa","39","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","si5RNVxgBnT7VAn9fX6e","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Badenhorst Family Red Blend 2020","https://www.wine.com/product/badenhorst-family-red-blend-2020/1351510"
"Other Red Blends",3502,"Central Coast, California","32","JS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","QV0uKDba8d7Mf1U2KXvw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Big Basin Homestead Red Blend 2018","https://www.wine.com/product/big-basin-homestead-red-blend-2018/1110105"
"Merlot",3503,"Tuscany, Italy","41","WS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","9dtENC960efcsj2GC3G5","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Val delle Rose Aurelio 2018","https://www.wine.com/product/val-delle-rose-aurelio-2018/1582169"
"Sangiovese",3504,"Montalcino, Tuscany, Italy","104","JD","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","cQ0L40eO9KblmNzjIho6","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Cerbaia Brunello di Montalcino Riserva Vigna Cerbaia 2015","https://www.wine.com/product/cerbaia-brunello-di-montalcino-riserva-vigna-cerbaia-2015/1155253"
"Cabernet Sauvignon",3505,"Spain","24","V","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","1nG8BFdEsxS2QM2NPwGj","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bodegas Manzanos Reino De Altuzarra Cabernet Sauvignon 2021","https://www.wine.com/product/bodegas-manzanos-reino-de-altuzarra-cabernet-sauvignon-2021/1618322"
"Pinot Noir",3506,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","185","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","4BMndPJXM5GLn9DOErJo","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Domaine Taupenot-Merme Nuits-Saint-Georges Les Pruliers Premier Cru 2018","https://www.wine.com/product/domaine-taupenot-merme-nuits-saint-georges-les-pruliers-premier-cru-2018/1198661"
"Bordeaux Red Blends",3507,"Bolgheri, Tuscany, Italy","75","WE","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","QC9wOMS92Szblm9VEnam","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Ornellaia Le Serre Nuove 2020","https://www.wine.com/product/ornellaia-le-serre-nuove-2020/1050279"
"Tempranillo",3508,"Toro, Spain","54","W&S","91",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","svVIhloSsob4U2uJgeSa","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Matsu El Viejo 2020","https://www.wine.com/product/matsu-el-viejo-2020/887138"
"Pinot Noir",3509,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","99","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","GiVP7vEwSQHMA7oiTFMS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bouchard Pere & Fils Beaune Les Teurons Premier Cru 2020","https://www.wine.com/product/bouchard-pere-and-fils-beaune-les-teurons-premier-cru-2020/1234227"
"Cabernet Sauvignon",3510,"South Australia, Australia","25","WE","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","P0zJTOAMsX5wy3AKKnnv","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Dandelion Vineyards Pride Of The Fleurieu Cabernet Sauvignon 2021","https://www.wine.com/product/dandelion-vineyards-pride-of-the-fleurieu-cabernet-sauvignon-2021/1431900"
"Tempranillo",3511,"Ribera del Duero, Spain","51","D","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","sFurKyNd59OSAdMQ6UMJ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Dominio de Atauta 2018","https://www.wine.com/product/dominio-de-atauta-2018/937011"
"Other Red Blends",3512,"Verona, Veneto, Italy","29","RP","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","BhWiaOUofxtW439mPGQX","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Bussola Ca' del Laito Valpolicella Ripasso Classico Superiore 2018","https://www.wine.com/product/bussola-ca-del-laito-valpolicella-ripasso-classico-superiore-2018/1224076"
"Nebbiolo",3513,"Barolo, Piedmont, Italy","43","JS","93",1710528983944,"Fri, 15 Mar 2024 18:56:23 GMT","a2r1Hb0IfgvMrbUVuubT","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/113?sortBy=topRated&ratingmin=89",113,"Rocca Giovanni Barolo 2019","https://www.wine.com/product/rocca-giovanni-barolo-2019/1298794"
"Grenache",3562,"Walla Walla Valley, Columbia Valley, Washington",,"WE","98",1710528984609,"Fri, 15 Mar 2024 18:56:24 GMT","HQXnRWk2aICV7flAueKZ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Horsepower Vineyards Sur Echalas Vineyard Grenache 2016","https://www.wine.com/product/horsepower-vineyards-sur-echalas-vineyard-grenache-2016/543814"
"Bordeaux Red Blends",3563,"Napa Valley, California",,"JD","97",1710528984611,"Fri, 15 Mar 2024 18:56:24 GMT","sA6oO9LNw5EquKmWo47U","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Bond St. Eden 2012","https://www.wine.com/product/bond-st-eden-2012/369138"
"Rhone Red Blends",3564,"Priorat, Spain",,"RP","96",1710528984612,"Fri, 15 Mar 2024 18:56:24 GMT","kh141KF685FS0gzctFyH","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Mas Doix Costers de Vinyes Velles Priorat (stained label) 2004","https://www.wine.com/product/mas-doix-costers-de-vinyes-velles-priorat-stained-label-2004/90252"
"Tempranillo",3565,"Ribera del Duero, Spain",,"JS","94",1710528984613,"Fri, 15 Mar 2024 18:56:24 GMT","mtdZmxHGf7TO2bbo2HII","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Emilio Moro Malleolus de Sanchomartin 2018","https://www.wine.com/product/emilio-moro-malleolus-de-sanchomartin-2018/940469"
"Bordeaux Red Blends",3566,"Stags Leap District, Napa Valley, California",,"WS","94",1710528984613,"Fri, 15 Mar 2024 18:56:24 GMT","8Pf2nZdr0apeGBLQGMIs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Realm Cellars Moonracer 2014","https://www.wine.com/product/realm-cellars-moonracer-2014/192414"
"Bordeaux Red Blends",3567,"Pauillac, Bordeaux, France",,"RP","98",1710528984613,"Fri, 15 Mar 2024 18:56:24 GMT","gWoX6X73zF2sQ5WwwqRi","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Chateau Lynch-Bages 2010","https://www.wine.com/product/chateau-lynch-bages-2010/121427"
"Merlot",3568,"Tuscany, Italy",,"WS","93",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","T6g3553skNzwbLDI3xWu","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Masseto 2017","https://www.wine.com/product/masseto-2017/672270"
"Nebbiolo",3569,"Barolo, Piedmont, Italy",,"RP","98",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","C5jZvaRUZ7H1KfIHKYKh","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Ceretto Barolo Bussia 2019","https://www.wine.com/product/ceretto-barolo-bussia-2019/1490333"
"Cabernet Sauvignon",3570,"Santa Cruz Mountains, California",,"WE","98",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","om12xOo8npeFnFRhRxOk","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Mount Eden Vineyards Estate Cabernet Sauvignon 2007","https://www.wine.com/product/mount-eden-vineyards-estate-cabernet-sauvignon-2007/508491"
"Bordeaux Red Blends",3571,"Aconcagua Valley, Chile",,"JD","97",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","31IR0JZyVQWLuEnLyWzr","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Sena 2020","https://www.wine.com/product/sena-2020/1486951"
"Tempranillo",3572,"Rioja, Spain",,"WS","96",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","jVQbBvnTQEgbR79JyOXz","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Faustino I Gran Reserva 2001","https://www.wine.com/product/faustino-i-gran-reserva-2001/130091"
"Pinot Noir",3573,"Dundee Hills, Willamette Valley, Oregon",,"JS","95",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","bhbl2Ni8qBToSHm8EfRL","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Arterberry Maresh Old Vines Pinot Noir 2021","https://www.wine.com/product/arterberry-maresh-old-vines-pinot-noir-2021/1453076"
"Cabernet Sauvignon",3574,"Howell Mountain, Napa Valley, California",,"JS","98",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","gJjnyQiKckjdHorAaMkU","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"CADE Howell Mountain Reserve Cabernet Sauvignon 2017","https://www.wine.com/product/cade-howell-mountain-reserve-cabernet-sauvignon-2017/611384"
"Other Red Blends",3575,"Central Coast, California",,"RP","96",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","fnbLBXjsTbNO1RzPaAH5","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"The Third Twin Nuestra Senora Del Tercer Gemelo (5 Bottles in OWC) 2017","https://www.wine.com/product/the-third-twin-nuestra-senora-del-tercer-gemelo-5-bottles-in-owc-2017/746729"
"Sangiovese",3576,"Tuscany, Italy",,"JS","98",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","fSyxJGJl5ymTX96QRRRf","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Bibi Graetz Testamatta 2011","https://www.wine.com/product/bibi-graetz-testamatta-2011/137708"
"Rhone Red Blends",3577,"Chateauneuf-du-Pape, Rhone, France",,"RP","97",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","y0toB346K3M4o1pyKGYL","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Chateau Rayas Chateaneuf-du-Pape Reserve 2009","https://www.wine.com/product/chateau-rayas-chateaneuf-du-pape-reserve-2009/552833"
"Syrah/Shiraz",3578,"McLaren Vale, South Australia, Australia",,"D","97",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","f8brkRRgGvvefvCw0pPE","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Kay Brothers Block 6 Shiraz 2001","https://www.wine.com/product/kay-brothers-block-6-shiraz-2001/62317"
"Syrah/Shiraz",3579,"Hawkes Bay, New Zealand",,"WE","96",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","iwrjydCIlle2A3RhL6Rc","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Trinity Hill Homage Syrah 2010","https://www.wine.com/product/trinity-hill-homage-syrah-2010/144993"
"Tempranillo",3580,"Rioja, Spain",,"WS","96",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","t8EWiLmjFXccDBB8fW3C","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Benjamin Romeo Contador 2008","https://www.wine.com/product/benjamin-romeo-contador-2008/118953"
"Bordeaux Red Blends",3581,"Pomerol, Bordeaux, France",,"WW","94",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","PPNwxBboZSupK1urF0MR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Chateau Hosanna 2019","https://www.wine.com/product/chateau-hosanna-2019/583720"
"Syrah/Shiraz",3582,"Columbia Valley, Washington",,"JS","98",1710528984614,"Fri, 15 Mar 2024 18:56:24 GMT","sGQkwXXRCfvttdDQT56Q","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"K Vintners Royal City Syrah 2017","https://www.wine.com/product/k-vintners-royal-city-syrah-2017/679942"
"Cabernet Sauvignon",3583,"Napa Valley, California",,"RP","97",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","6HsZebTXvYJvW4c1Uyc2","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Turnbull Black Label Cabernet Sauvignon 2019","https://www.wine.com/product/turnbull-black-label-cabernet-sauvignon-2019/784497"
"Syrah/Shiraz",3584,"South Australia, Australia",,"D","97",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","5Ijjq8Roao7qxE5Yxl8I","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Penfolds Grange 2002","https://www.wine.com/product/penfolds-grange-2002/91389"
"Other Red Blends",3585,"Columbia Valley, Washington",,"JD","96",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","Ro3iQlImQSkvxBI3RqkY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"K Vintners Royal Slope King Coal 2020","https://www.wine.com/product/k-vintners-royal-slope-king-coal-2020/1584540"
"Grenache",3586,"Priorat, Spain",,"WS","95",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","lutch8YCrMyYRdPDF1hQ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Alvaro Palacios L'Ermita 2004","https://www.wine.com/product/alvaro-palacios-lermita-2004/651194"
"Bordeaux Red Blends",3587,"Bolgheri, Tuscany, Italy",,"WE","98",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","MT0msRBaa5w5h4WAMHdw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Tenuta Guado al Tasso 2009","https://www.wine.com/product/tenuta-guado-al-tasso-2009/122088"
"Bordeaux Red Blends",3588,"Napa Valley, California",,"RP","96",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","Fkkxlt4rM4LLgR0nEJ8Y","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Alpha Omega Proprietary Red 2013","https://www.wine.com/product/alpha-omega-proprietary-red-2013/189604"
"Nebbiolo",3589,"Barolo, Piedmont, Italy",,"JS","96",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","MVRHFoOOWLpspVZ8stNm","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Massolino Vigna Rionda Riserva Barolo 2016","https://www.wine.com/product/massolino-vigna-rionda-riserva-barolo-2016/1224644"
"Cabernet Sauvignon",3590,"Howell Mountain, Napa Valley, California",,"W&S","98",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","Ew0TKU3dGld9TR2hdkT1","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"CADE Howell Mountain Reserve Cabernet Sauvignon 2012","https://www.wine.com/product/cade-howell-mountain-reserve-cabernet-sauvignon-2012/143956"
"Syrah/Shiraz",3591,"Walla Walla Valley, Columbia Valley, Washington",,"RP","91",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","pKILdCRWxDQQ8z99O8Rn","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Cayuse En Cerise Syrah 2007","https://www.wine.com/product/cayuse-en-cerise-syrah-2007/127858"
"Pinot Noir",3592,"Sonoma Coast, Sonoma County, California",,"JS","98",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","ptSSyhlEFUusbhXhsnQS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Aubert Reuling Vineyard Pinot Noir 2007","https://www.wine.com/product/aubert-reuling-vineyard-pinot-noir-2007/123596"
"Sangiovese",3593,"Montalcino, Tuscany, Italy",,"RP","97",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","Ot5I1Qr1A3318ggi1a9Y","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Castiglion del Bosco Brunello di Montalcino Campo del Drago 2015","https://www.wine.com/product/castiglion-del-bosco-brunello-di-montalcino-campo-del-drago-2015/590191"
"Pinot Noir",3594,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",,"WE","95",1710528984615,"Fri, 15 Mar 2024 18:56:24 GMT","MXcFR7QnuOUIfvAPHvlG","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/125?sortBy=topRated&ratingmin=89",125,"Domaine Dujac Clos de la Roche Grand Cru 2019","https://www.wine.com/product/domaine-dujac-clos-de-la-roche-grand-cru-2019/855169"
